STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-11 05:54,FM-15,FEW:02 8,10.00,,67,19.4,64,17.7,62,16.7,84,9,190,,29.71,,,29.74,0.00,29.74,,,,,,,,,,0447,1851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-11 06:54,FM-15,FEW:02 10,10.00,,68,20.0,65,18.3,63,17.2,84,7,200,,29.72,2,,29.75,0.00,29.75,,,,,,,,,,0447,1851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-11 07:00,FM-12,,9.94,,68,20.0,65,18.3,63,17.2,84,7,200,,29.73,2,-0.04,29.75,,,78,,,,,,,,,0447,1851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-11 07:54,FM-15,FEW:02 10,10.00,,73,22.8,64,17.7,58,14.4,59,13,290,18,29.73,,,29.76,0.00,29.76,,,,,,,,,,0447,1851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-11 08:54,FM-15,FEW:02 25,10.00,,75,23.9,64,17.6,56,13.3,52,13,270,22,29.73,,,29.76,0.00,29.76,,,,,,,,,,0447,1851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-11 09:54,FM-15,FEW:02 30,10.00,,77,25.0,62,16.9,52,11.1,42,11,280,22,29.73,2,,29.76,0.00,29.76,,,,,,,,,,0447,1851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-11 10:00,FM-12,,9.94,,77,25.0,62,16.9,52,11.1,42,11,280,22,29.74,2,-0.01,29.76,,,,,,,,,,,,0447,1851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-11 10:54,FM-15,FEW:02 30,10.00,,79,26.1,62,16.5,49,9.4,35,10,250,25,29.73,,,29.76,0.00,29.76,,,,,,,,,,0447,1851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-11 11:54,FM-15,FEW:02 30,10.00,,80,26.7,63,17.2,51,10.6,37,11,280,,29.73,,,29.76,0.00,29.76,,,,,,,,,,0447,1851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-11 12:54,FM-15,,10.00,,81,27.2,64,17.7,52,11.1,37,20,230,26,29.72,8,,29.75,0.00,29.75,,,,,,,,,,0447,1851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-11 13:00,FM-12,CLR:00,9.94,,81,27.2,64,17.7,52,11.1,37,19,230,26,29.73,8,+0.01,29.75,,,,67,,,,,,,,0447,1851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-11 13:54,FM-15,,10.00,,81,27.2,63,17.2,50,10.0,34,17,240,,29.73,,,29.76,0.00,29.76,,,,,,,,,,0447,1851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-11 14:54,FM-15,FEW:02 120,10.00,,81,27.2,63,17.2,50,10.0,34,14,240,24,29.73,,,29.76,0.00,29.76,,,,,,,,,,0447,1851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-11 15:54,FM-15,FEW:02 60,10.00,,81,27.2,62,16.7,48,8.9,32,15,260,25,29.74,3,,29.77,0.00,29.77,,,,,,,,,,0447,1851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-11 16:00,FM-12,,9.94,,81,27.2,62,16.7,48,8.9,32,15,260,25,29.75,3,-0.02,29.77,,,,,,,,,,,,0447,1851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-11 16:54,FM-15,FEW:02 60,10.00,,80,26.7,62,16.5,48,8.9,33,17,250,24,29.75,,,29.78,0.00,29.78,,,,,,,,,,0447,1851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-11 17:54,FM-15,FEW:02 90,10.00,,80,26.7,62,16.5,48,8.9,33,13,310,22,29.76,,,29.79,0.00,29.79,,,,,,,,,,0447,1851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-11 18:54,FM-15,,10.00,,78,25.6,62,16.6,50,10.0,37,10,280,21,29.77,1,,29.81,0.00,29.80,,,,,,,,,,0447,1851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-11 19:00,FM-12,CLR:00,9.94,,78,25.6,62,16.6,50,10.0,37,10,280,21,29.78,1,-0.04,29.81,,,,,,,,,,,,0448,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-11 19:54,FM-15,,10.00,,76,24.4,61,16.2,50,10.0,40,10,280,20,29.80,,,29.83,0.00,29.83,,,,,,,,,,0448,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-11 20:54,FM-15,,10.00,,74,23.3,60,15.8,50,10.0,43,10,300,22,29.82,,,29.85,0.00,29.85,,,,,,,,,,0448,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-11 21:54,FM-15,,10.00,,72,22.2,60,15.6,51,10.6,48,11,290,,29.83,1,,29.86,0.00,29.86,,,,,,,,,,0448,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-11 22:00,FM-12,CLR:00,9.94,,72,22.2,60,15.6,51,10.6,48,11,290,,29.84,1,-0.06,29.86,,,,,,,,,,,,0448,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-11 22:54,FM-15,,10.00,,71,21.7,60,15.6,52,11.1,51,10,300,,29.84,,,29.88,0.00,29.87,,,,,,,,,,0448,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-11 23:54,FM-15,,10.00,,70,21.1,60,15.7,53,11.7,55,9,280,,29.85,,,29.88,0.00,29.88,,,,,,,,,,0448,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-11 23:59,SOD,,,,,,,,,,,,,,,,,,,,82,64,73,0.1,53,54,62,0,8,0448,1850,,0.00,0.0,,29.72,29.77,10.7,38,230,22,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-12 00:54,FM-15,,10.00,,69,20.6,60,15.5,53,11.7,57,10,290,,29.85,1,,29.88,0.00,29.88,,,,,,,,,,0448,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-12 01:00,FM-12,CLR:00,9.94,,69,20.6,60,15.5,53,11.7,57,10,290,,29.86,1,-0.01,29.88,,,78,64,71,-1.8,,,,0,6,0448,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-12 01:54,FM-15,,10.00,,68,20.0,59,15.3,53,11.7,59,8,290,,29.85,,,29.88,0.00,29.88,,,,,,,,,,0448,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-12 02:54,FM-15,,10.00,,67,19.4,60,15.3,54,12.2,63,7,270,,29.85,,,29.88,0.00,29.88,,,,,,,,,,0448,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-12 03:54,FM-15,,10.00,,66,18.9,59,14.8,53,11.7,63,8,280,,29.86,3,,29.89,0.00,29.89,,,,,,,,,,0448,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-12 04:00,FM-12,CLR:00,9.94,,66,18.9,59,14.8,53,11.7,63,8,280,,29.87,3,-0.01,29.89,,,,,,,,,,,,0448,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-12 04:54,FM-15,,10.00,,66,18.9,59,15.1,54,12.2,65,8,280,,29.87,,,29.90,0.00,29.90,,,,,,,,,,0448,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-12 05:54,FM-15,,10.00,,67,19.4,60,15.3,54,12.2,63,10,290,,29.88,,,29.91,0.00,29.91,,,,,,,,,,0448,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-12 06:54,FM-15,,10.00,,69,20.6,60,15.8,54,12.2,59,10,290,,29.90,3,,29.93,0.00,29.93,,,,,,,,,,0448,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-12 07:00,FM-12,CLR:00,9.94,,69,20.6,60,15.8,54,12.2,59,10,290,,29.91,3,-0.04,29.93,,,82,,,,,,,,,0448,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-12 07:54,FM-15,,10.00,,72,22.2,62,16.7,55,12.8,55,7,VRB,,29.91,,,29.94,0.00,29.94,,,,,,,,,,0448,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-12 08:54,FM-15,,10.00,,75,23.9,63,17.3,55,12.8,50,5,310,,29.93,,,29.96,0.00,29.96,,,,,,,,,,0448,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-12 09:54,FM-15,FEW:02 45,10.00,,76,24.4,64,17.5,55,12.8,48,6,270,,29.93,1,,29.96,0.00,29.96,,,,,,,,,,0448,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-12 10:54,FM-15,SCT:04 50,10.00,,77,25.0,65,18.3,57,13.9,50,3,140,,29.93,,,29.96,0.00,29.96,,,,,,,,,,0448,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-12 11:54,FM-15,SCT:04 50,10.00,,76,24.4,65,18.1,57,13.9,52,6,130,,29.93,,,29.96,0.00,29.96,,,,,,,,,,0448,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-12 12:54,FM-15,SCT:04 60,10.00,,77,25.0,64,18.0,56,13.3,48,5,130,,29.92,8,,29.95,0.00,29.95,,,,,,,,,,0448,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-12 13:00,FM-12,,9.94,,77,25.0,64,18.0,56,13.3,48,5,130,,29.93,8,+0.01,29.95,,,,69,,,,,,,,0448,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-12 13:54,FM-15,BKN:07 55,10.00,,82,27.8,66,18.7,55,12.8,40,6,VRB,,29.91,,,29.94,0.00,29.94,,,,,,,,,,0448,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-12 14:54,FM-15,BKN:07 60,10.00,,83,28.3,66,18.9,55,12.8,38,10,320,,29.91,,,29.94,0.00,29.94,,,,,,,,,,0448,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-12 15:54,FM-15,SCT:04 60,10.00,,82,27.8,65,18.4,54,12.2,38,9,310,17,29.91,5,,29.94,0.00,29.94,,,,,,,,,,0448,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-12 16:00,FM-12,,9.94,,82,27.8,65,18.4,54,12.2,38,9,310,17,29.92,5,+0.01,29.94,,,,,,,,,,,,0448,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-12 16:54,FM-15,SCT:04 60,10.00,,82,27.8,65,18.4,54,12.2,38,7,310,,29.92,,,29.95,0.00,29.95,,,,,,,,,,0448,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-12 17:54,FM-15,FEW:02 60,10.00,,80,26.7,65,18.3,55,12.8,42,9,300,16,29.93,,,29.96,0.00,29.96,,,,,,,,,,0448,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-12 18:54,FM-15,FEW:02 60,10.00,,75,23.9,64,17.9,57,13.9,54,5,070,,29.94,3,,29.97,0.00,29.97,,,,,,,,,,0448,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-12 19:00,FM-12,,9.94,,75,23.9,64,17.9,57,13.9,54,5,070,,29.95,3,-0.03,29.97,,,,,,,,,,,,0449,1848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-12 19:54,FM-15,,10.00,,75,23.9,64,17.6,56,13.3,52,0,000,,29.96,,,29.99,0.00,29.99,,,,,,,,,,0449,1848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-12 20:54,FM-15,,10.00,,75,23.9,64,17.6,56,13.3,52,0,000,,29.97,,,30.00,0.00,30.00,,,,,,,,,,0449,1848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-12 21:54,FM-15,,10.00,,71,21.7,64,17.6,59,15.0,66,6,190,,29.98,1,,30.01,0.00,30.01,,,,,,,,,,0449,1848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-12 22:00,FM-12,CLR:00,9.94,,71,21.7,64,17.6,59,15.0,66,6,190,,29.99,1,-0.04,30.01,,,,,,,,,,,,0449,1848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-12 22:54,FM-15,,10.00,,71,21.7,64,18.0,60,15.6,68,6,220,,29.98,,,30.01,0.00,30.01,,,,,,,,,,0449,1848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-12 23:54,FM-15,,10.00,,69,20.6,64,17.9,61,16.1,76,7,190,,29.99,,,30.02,0.00,30.02,,,,,,,,,,0449,1848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-12 23:59,SOD,,,,,,,,,,,,,,,,,,,,83,65,74,1.2,54,56,63,0,9,0449,1848,,0.00,0.0,,29.90,29.95,6.6,20,290,15,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-13 00:54,FM-15,,10.00,,68,20.0,64,17.6,61,16.1,78,3,190,,29.99,0,,30.01,0.00,30.02,,,,,,,,,,0449,1848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-13 01:00,FM-12,CLR:00,9.94,,68,20.0,64,17.6,61,16.1,78,3,190,,30.00,0,-0.01,30.01,,,76,65,70,-2.7,,,,0,5,0449,1848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-13 01:54,FM-15,,10.00,,69,20.6,64,17.5,60,15.6,73,5,230,,29.99,,,30.02,0.00,30.02,,,,,,,,,,0449,1848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-13 02:54,FM-15,,10.00,,67,19.4,63,17.1,60,15.6,79,3,180,,29.98,,,30.01,0.00,30.01,,,,,,,,,,0449,1848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-13 03:54,FM-15,,10.00,,70,21.1,63,17.1,58,14.4,66,5,290,,30.00,3,,30.03,0.00,30.03,,,,,,,,,,0449,1848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-13 04:00,FM-12,CLR:00,9.94,,70,21.1,63,17.1,58,14.4,66,5,290,,30.01,3,-0.02,30.03,,,,,,,,,,,,0449,1848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-13 04:54,FM-15,FEW:02 60 SCT:04 250,10.00,,68,20.0,62,16.7,58,14.4,70,6,290,,30.01,,,30.04,0.00,30.04,,,,,,,,,,0449,1848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-13 05:54,FM-15,FEW:02 60 SCT:04 220 BKN:07 250,10.00,,69,20.6,62,16.9,58,14.4,68,3,VRB,,30.03,,,30.06,0.00,30.06,,,,,,,,,,0449,1848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-13 06:54,FM-15,FEW:02 60 SCT:04 220 BKN:07 250,10.00,,71,21.7,64,17.7,59,15.0,66,3,280,,30.03,1,,30.06,0.00,30.06,,,,,,,,,,0449,1848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-13 07:00,FM-12,,9.94,,71,21.7,64,17.7,59,15.0,66,3,280,,30.04,1,-0.03,30.06,,,83,,,,,,,,,0449,1848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2011-08-13 07:54,FM-15,FEW:02 40 SCT:04 220 BKN:07 250,10.00,,76,24.4,66,18.7,59,15.0,56,5,360,,30.03,,,30.06,0.00,30.06,,,,,,,,,,0449,1848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
